ID-datalake,nct_id,brief_title,phase,phase_int,phase_numeric,trial_type,recruitment_status,start_date,completion_date,primary_completion_date,start_year,trial_duration_days,enrollment,enrollment_type,flag_date_inconsistency,flag_missing_enrollment_type,flag_estimated_enrollment_on_completed,indications,primary_indication,broad_category,interventions_drugs_clean,intervention_categories,has_drug,main_technologies,primary_technology,target_abbreviations,primary_target,drugs_datalake
61690,NCT06669572,Lenvatinib and Pembrolizumab to Treat Patients With Anal or Rectum Cancer That Has Gotten Worse After Initial Treatment,PHASE2,2.0,2.0,standard,NOT_YET_RECRUITING,2026-01-13,2029-03-26,2029-03-26,2026.0,1168.0,35.0,ESTIMATED,False,False,False,"['Anorectal Cancer', 'Epithelial Neoplasm']",Anorectal Cancer,Colorectal Cancer,"['Pembrolizumab', 'Lenvatinib']","['drug', 'drug']",True,"[['Antibody'], ['Small Molecule']]",Antibody,"[['PD-1'], ['FGFR1', 'FGFR2', 'FGFR3', 'FGFR4', 'PDGFRÎ±', 'c-Kit', 'RET', 'VEGFR1', 'VEGFR2', 'VEGFR3']]",PD-1,"['B936', 'B261']"
63117,NCT06883552,"An Open-label, Single-arm Clinical Study of Stapokibart Injection in Combination with Tislelizumab Injection in Patients with Non-Small Cell Lung Cancer",PHASE2,2.0,2.0,standard,NOT_YET_RECRUITING,2025-10-01,2026-10-01,2026-10-01,2025.0,365.0,21.0,ESTIMATED,False,False,False,['Thoracic Neoplasm'],Thoracic Neoplasm,Lung Cancer,['Tislelizumab'],['drug'],True,[['Antibody']],Antibody,[['PD-1']],PD-1,['B1344']
56177,NCT06366490,Safety and Immunogenicity of Innocell Autologous Cellular Immunotherapy in Recurrent Epithelial Ovarian Cancer,PHASE1,1.0,1.0,standard,NOT_YET_RECRUITING,2025-06-30,2026-06-30,2025-12-30,2025.0,365.0,8.0,ESTIMATED,False,False,False,['Ovarian Cancer'],Ovarian Cancer,Gynecologic Cancer,['Innocell'],['drug'],True,[['Cancer Vaccine']],Cancer Vaccine,[[]],Unknown,['B11796']
62820,NCT06835387,Study of NALIRIFOX in Advanced Unresectable Small Bowel Tumors,PHASE2,2.0,2.0,standard,RECRUITING,2025-05-31,2028-08-31,2027-08-31,2025.0,1188.0,36.0,ESTIMATED,False,False,False,['Small Intestinal Adenocarcinoma'],Small Intestinal Adenocarcinoma,Other Cancer,"['Irinotecan Sucrosofate', 'Dexamethasone', '5-HT3 Receptor Antagonist', 'Oxaliplatin', 'Fluorouracil', 'Folinic acid']","['drug', 'drug', 'drug', 'drug', 'drug', 'drug']",True,"[['Small Molecule'], ['Small Molecule'], ['Small Molecule'], []]",Small Molecule,"[['GR'], ['DNA'], ['TYMS'], []]",GR,"['B1128', 'B1229', 'B493', 'B226']"
63206,NCT06896188,"9-ING-41 Combined with Retifanlimab, Plus Modified FOLFIRINOX for Patients with Advanced Pancreatic Adenocarcinoma (RiLEY)",PHASE1,1.0,1.0,standard,NOT_YET_RECRUITING,2025-05-31,2028-12-31,2027-05-31,2025.0,1310.0,12.0,ESTIMATED,False,False,False,['Pancreatic Cancer'],Pancreatic Cancer,Pancreatic Cancer,"['Retifanlimab', 'Oxaliplatin', 'Folinic acid', 'Irinotecan', 'Fluorouracil', 'Elraglusib']","['drug', 'drug', 'drug', 'drug', 'drug', 'drug']",True,"[['Antibody'], ['Small Molecule'], [], ['Small Molecule'], ['Small Molecule'], ['Small Molecule']]",Antibody,"[['PD-1'], ['DNA'], [], ['TOP1'], ['TYMS'], ['GSK-3Î²']]",PD-1,"['B1394', 'B1229', 'B226', 'B1679', 'B493', 'B1684']"
62724,NCT06822972,HCMT/MM2401: Ph2 Study of Selinexor + Bispecific Antibody for RRMM,PHASE2,2.0,2.0,standard,NOT_YET_RECRUITING,2025-05-01,2027-12-31,2026-04-30,2025.0,974.0,27.0,ESTIMATED,False,False,False,"['Multiple Myeloma', 'Multiple Myeloma']",Multiple Myeloma,Multiple Myeloma,['Selinexor'],['drug'],True,[['Small Molecule']],Small Molecule,[['XPO1']],XPO1,['B1030']
63277,NCT06906562,A Phase II Telemedicine Study of Pemigatinib in Adult Patients With Advanced or Metastatic Pancreas Cancer With FGFR Genetic Alterations,PHASE2,2.0,2.0,standard,NOT_YET_RECRUITING,2025-05-01,2026-12-31,2026-12-31,2025.0,609.0,40.0,ESTIMATED,False,False,False,"['Pancreatic Cancer', 'FGFR Mutation', 'Renal Cell Carcinoma', 'FGFR2 Gene Translocation', 'Pancreatic Cancer', 'Epithelial Neoplasm']",Pancreatic Cancer,Pancreatic Cancer,"['Pemigatinib', 'Computed Tomography Colonography', 'Magnetic Resonance Imaging']","['drug', 'imaging', 'imaging']",True,[['Small Molecule']],Small Molecule,"[['FGFR1', 'FGFR2', 'FGFR3']]",FGFR1,['B1274']
55910,NCT06328036,Testing the Combination of Anti-cancer Drugs Tiragolumab and Atezolizumab to Improve Outcomes for Patients With Recurrent Glioblastoma,PHASE2,2.0,2.0,standard,WITHDRAWN,2025-04-30,2025-07-01,2025-07-01,2025.0,62.0,0.0,ACTUAL,False,False,False,['Glioblastoma'],Glioblastoma,Brain Cancer,"['Atezolizumab', 'Biospecimen Collection', 'Magnetic Resonance Imaging', 'Surgical Procedure', 'Tiragolumab']","['drug', 'diagnostic', 'imaging', 'surgery', 'drug']",True,"[['Antibody'], ['Antibody']]",Antibody,"[['PDL1'], ['TIGIT']]",PDL1,"['B1084', 'B1397']"
54225,NCT06066138,A Study of Therapeutic Drug Monitoring-Based Atezolizumab Dosing,PHASE1,1.0,1.0,standard,RECRUITING,2025-04-10,2027-01-31,2026-01-31,2025.0,661.0,40.0,ESTIMATED,False,False,False,"['Soft Tissue Sarcoma', 'Soft Tissue Sarcoma', 'Non-Small Cell Lung Cancer', 'Epithelial Neoplasm', 'Neuroendocrine Carcinoma', 'Epithelial Neoplasm', 'Hepatocellular Carcinoma', 'Hepatocellular Carcinoma', 'Skin Melanoma', 'Metastatic Melanoma']",Soft Tissue Sarcoma,Sarcoma,['Atezolizumab'],['drug'],True,[['Antibody']],Antibody,[['PDL1']],PDL1,['B1084']
63290,NCT06908031,SCRT + mFOLFOX6 + PD-1 Antibody + Targeted Therapy for HIgh-Risk pMMR/MSS Rectal Cancer,PHASE3,3.0,3.0,standard,RECRUITING,2025-04-02,2027-04-01,2027-04-01,2025.0,729.0,49.0,ESTIMATED,False,False,False,"['Osteosarcoma', 'MSS', 'Rectal Carcinoma']",Osteosarcoma,Sarcoma,"['Radiation Therapy', 'Iparomlimab', 'mFOLFOX6', 'Cetuximab', 'Bevacizumab', 'Resection']","['radiation', 'drug', 'drug', 'drug', 'drug', 'surgery']",True,"[['Antibody'], ['Antibody'], ['Antibody']]",Antibody,"[['PD-1'], ['EGFR'], ['VEGF-A']]",PD-1,"['B4868', 'B164', 'B167']"
63319,NCT06912152,MT027 in Patients With Advanced Peritoneal Malignancies or Abdominal Metastatic Solid Tumors,PHASE1,1.0,1.0,standard,RECRUITING,2025-04-02,2028-12-31,2028-10-31,2025.0,1369.0,12.0,ESTIMATED,False,False,False,['Peritoneal Malignant Mesothelioma'],Peritoneal Malignant Mesothelioma,Other Cancer,"['Fludarabine', 'Cyclophosphamide', 'MT-027']","['drug', 'drug', 'drug']",True,"[['Small Molecule'], ['Small Molecule'], ['Chimeric Antigen Receptor T-Cell Therapy (CAR-T)']]",Small Molecule,"[['DNA polymerase III', 'RNR', 'RNA polymerase II'], ['DNA'], ['B7H3']]",DNA polymerase III,"['B346', 'B2818', 'B9987']"
53135,NCT05903833,"Pembrolizumab in Combination With Lenvatinib in Pts With Recurrent, Persistent, Metastatic or Locally Advanced Vulvar Cancer Not Amenable to Curative Surgery or Radiotherapy",PHASE2,2.0,2.0,standard,NOT_YET_RECRUITING,2025-04-01,2029-10-30,2027-10-30,2025.0,1673.0,42.0,ESTIMATED,False,False,False,"['Vulvar Carcinoma', 'Vulvar Carcinoma', 'Vulvar Carcinoma', 'Vulvar Carcinoma']",Vulvar Carcinoma,Gynecologic Cancer,"['Pembrolizumab', 'Lenvatinib']","['drug', 'drug']",True,"[['Antibody'], ['Small Molecule']]",Antibody,"[['PD-1'], ['FGFR1', 'FGFR2', 'FGFR3', 'FGFR4', 'PDGFRÎ±', 'c-Kit', 'RET', 'VEGFR1', 'VEGFR2', 'VEGFR3']]",PD-1,"['B936', 'B261']"
56156,NCT06364267,Low Dose Exemestane Vs Low Dose Tamoxifen in Post-menopausal Women At High Risk for Breast Cancer.,PHASE2,2.0,2.0,standard,NOT_YET_RECRUITING,2025-04-01,2027-01-31,2027-01-31,2025.0,670.0,140.0,ESTIMATED,False,False,False,['Breast Cancer'],Breast Cancer,Breast Cancer,"['Tamoxifen', 'Exemestane']","['drug', 'drug']",True,"[['Small Molecule'], ['Small Molecule']]",Small Molecule,"[['ER'], ['aromatase']]",ER,"['B2062', 'B86']"
57195,NCT06508931,Safety and Efficacy Study of Zamtocabtagene Autoleucel (MB-CART2019.1) in Pediatric Patients With Relapsed or Refractory B-Cell Neoplasms,PHASE2,2.0,2.0,standard,NOT_YET_RECRUITING,2025-04-01,2029-10-01,2029-09-29,2025.0,1644.0,31.0,ESTIMATED,False,False,False,['Hematology'],Hematology,Blood Cancer (unspecified),['Zamtocabtagene autoleucel'],['drug'],True,[['Chimeric Antigen Receptor T-Cell Therapy (CAR-T)']],Chimeric Antigen Receptor T-Cell Therapy (CAR-T),"[['CD19', 'CD20']]",CD19,['B3067']
57250,NCT06517017,"Use of Isatuximab, Dexamethasone and Lenalidomide in a Go-Slow Fashion for Ultra-Frail Patients With Multiple Myeloma",PHASE2,2.0,2.0,standard,NOT_YET_RECRUITING,2025-03-31,2027-11-30,2026-11-30,2025.0,974.0,40.0,ESTIMATED,False,False,False,"['Multiple Myeloma', 'Plasma Cell Leukemia']",Multiple Myeloma,Multiple Myeloma,"['Isatuximab', 'Dexamethasone', 'Lenalidomide']","['drug', 'drug', 'drug']",True,"[['Antibody'], ['Small Molecule'], ['Small Molecule']]",Antibody,"[['CD38'], ['GR'], ['IFNÎ³', 'CK1Î±', 'CRBN', 'IKZF1', 'IL-2', 'IL-6', 'TNF-Î±', 'IKZF3']]",CD38,"['B1027', 'B1128', 'B2071']"
63142,NCT06887803,A Study of Roginolisib in Combination with Ruxolitinib in Patients with Myelofibrosis (MF) Who Are Unresponsive to JAK Inhibitors,PHASE1/PHASE2,1.5,2.0,standard,NOT_YET_RECRUITING,2025-03-31,2028-07-31,2028-03-31,2025.0,1218.0,26.0,ESTIMATED,False,False,False,['Primary Myelofibrosis'],Primary Myelofibrosis,Myelofibrosis,"['Roginolisib', 'Ruxolitinib']","['drug', 'drug']",True,"[['Small Molecule'], ['Small Molecule']]",Small Molecule,"[['PI3KÎ´'], ['JAK1', 'JAK2']]",PI3Kδ,"['B1079', 'B481']"
63111,NCT06882746,"A Study to Test Different Doses of BI 765049 in People With Advanced Cancer of the Colon, Rectum, Stomach, or Pancreas",PHASE1,1.0,1.0,standard,RECRUITING,2025-03-28,2027-05-12,2026-12-11,2025.0,775.0,100.0,ESTIMATED,False,False,False,"['Colorectal Cancer', 'Gastric Cancer', 'Pancreatic Cancer']",Colorectal Cancer,Colorectal Cancer,['BI 765049'],['drug'],True,[['Antibody']],Antibody,"[['NCR3LG1', 'CD3']]",NCR3LG1,['B6032']
61771,NCT06682637,Melflufen for Elderly Patients With Relapsed Myeloma,PHASE2,2.0,2.0,standard,WITHDRAWN,2025-03-26,2025-03-26,2025-03-26,2025.0,0.0,0.0,ACTUAL,False,False,False,['Multiple Myeloma'],Multiple Myeloma,Multiple Myeloma,"['Melphalan flufenamide', 'Dexamethasone']","['drug', 'drug']",True,"[['Engineered Protein Therapy'], ['Small Molecule']]",Engineered Protein Therapy,"[['DNA'], ['GR']]",DNA,"['B1434', 'B1128']"
63329,NCT06914128,A First-in-human Study to Learn How Safe BAY 3713372 is and How it Works in Participants With MTAP-deleted Solid Tumors,PHASE1,1.0,1.0,standard,RECRUITING,2025-03-21,2029-06-17,2029-06-17,2025.0,1549.0,70.0,ESTIMATED,False,False,False,['Solid Tumors'],Solid Tumors,Unspecified,['PH020'],['drug'],True,[['Small Molecule']],Small Molecule,[['PRMT5']],PRMT5,['B11897']
62073,NCT06728072,Addition of Antibiotics to Upfront Treatment Regimen for Colorectal Cancer,PHASE2,2.0,2.0,standard,RECRUITING,2025-03-07,2035-07-01,2035-07-01,2025.0,3768.0,97.0,ESTIMATED,False,False,False,"['Colorectal Cancer', 'Colorectal Cancer']",Colorectal Cancer,Colorectal Cancer,"['Metronidazole', 'Ciprofloxacin', 'Aspirin']","['drug', 'drug', 'drug']",True,"[['Small Molecule'], ['Small Molecule'], ['Small Molecule']]",Small Molecule,"[[], ['Bacterial DNA gyrase'], ['COX']]",Bacterial DNA gyrase,"['B282', 'B2048', 'B856']"
56535,NCT06417190,Bladder Preservation for Patients with Muscle Invasive Bladder Cancer (MIBC) with Variant Histology,PHASE2,2.0,2.0,standard,RECRUITING,2025-03-01,2030-09-30,2030-09-30,2025.0,2039.0,20.0,ESTIMATED,False,False,False,"['Glioma', 'Muscle Invasive Bladder Cancer']",Glioma,Brain Cancer,[],[],False,[],Unknown,[],Unknown,[]
62816,NCT06834672,"Study of IBI354 Versus Investigator's Choice of Chemotherapy in Patients With Platinum-resistant Ovarian, Primary Peritoneal, or Fallopian Tube Cancer",PHASE3,3.0,3.0,standard,NOT_YET_RECRUITING,2025-02-28,2029-11-28,2027-12-28,2025.0,1734.0,450.0,ESTIMATED,False,False,False,"['Fallopian Tube Cancer', 'Ovarian Cancer', 'Primary Peritoneal Cancer']",Fallopian Tube Cancer,Gynecologic Cancer,"['IBI 354', 'Paclitaxel', 'Gemcitabine', 'Pegylated liposomal doxorubicin']","['drug', 'drug', 'drug', 'drug']",True,"[['Antibody Drug Conjugate (ADC)'], ['Small Molecule'], ['Small Molecule'], ['Small Molecule']]",Antibody Drug Conjugate (ADC),"[['TOP1', 'HER2'], ['TUBB1'], ['DNA', 'RNR'], ['DNA', 'TOP2']]",TOP1,"['B4829', 'B1250', 'B2079', 'B2819']"
62949,NCT06856200,A Study of Sirolimus (Albumin-Bound) in Combination With Palbociclib and Fulvestrant for the Treatment of Advanced Breast Cancer,,,,non_standard,RECRUITING,2025-02-28,2026-06-30,2025-10-31,2025.0,487.0,36.0,ESTIMATED,False,False,False,"['HER2-Negative Breast Cancer', 'Endocrine Neoplasm']",HER2-Negative Breast Cancer,Breast Cancer,"['Sirolimus', 'Palbociclib', 'Fulvestrant']","['drug', 'drug', 'drug']",True,"[['Small Molecule'], ['Small Molecule'], ['Small Molecule']]",Small Molecule,"[['mTOR'], ['CDK4', 'CDK6'], ['ER']]",mTOR,"['B1227', 'B504', 'B276']"
60900,NCT06560879,Effectiveness of Probiotics for the Prevention of Gastrointestinal Toxicity in Children with Leukemia,PHASE2,2.0,2.0,standard,ENROLLING_BY_INVITATION,2025-02-01,2026-08-31,2025-12-31,2025.0,576.0,120.0,ESTIMATED,False,False,False,"['Thoracic Neoplasm', 'Probiotics', 'Gastrointestinal Diseases']",Thoracic Neoplasm,Lung Cancer,"['Lactobacillus rhamnosus', 'Bifidobacterium bifidum', 'Placebo']","['drug', 'drug', 'placebo']",True,[],Unknown,[],Unknown,[]
62610,NCT06801730,Irinotecan Liposomes Combined With Bevacizumab in the Treatment of Recurrent Glioma,PHASE2,2.0,2.0,standard,RECRUITING,2025-01-08,2026-12-15,2026-12-15,2025.0,706.0,38.0,ESTIMATED,False,False,False,['Glioma'],Glioma,Brain Cancer,"['irinotecan liposomal', 'Bevacizumab']","['drug', 'drug']",True,"[[], ['Antibody']]",Antibody,"[[], ['VEGF-A']]",VEGF-A,"['B9057', 'B167']"
62916,NCT06851247,GAPP Induction and Concurrent Chemoradiotherapy Followed by Toripalimab Maintenance for Nasopharyngeal Carcinoma.,PHASE2,2.0,2.0,standard,RECRUITING,2025-01-03,2027-06-30,2027-06-30,2025.0,908.0,47.0,ESTIMATED,False,False,False,['Nasopharyngeal Cancer'],Nasopharyngeal Cancer,Head & Neck Cancer,"['Toripalimab', 'Catequentinib', 'Gemcitabine', 'Cisplatin', 'Intensity-Modulated Radiation Therapy']","['drug', 'drug', 'drug', 'drug', 'radiation']",True,"[['Antibody'], ['Small Molecule'], ['Small Molecule'], ['Small Molecule']]",Antibody,"[['PD-1'], ['c-Kit', 'VEGFR1', 'VEGFR2', 'VEGFR3'], ['DNA', 'RNR'], ['DNA']]",PD-1,"['B1346', 'B1436', 'B2079', 'B49']"
56076,NCT06352866,Siltuximab for Cytokine Release Syndrome Prophylaxis Prior to tx w/ Teclistamab in RRMM,PHASE2,2.0,2.0,standard,WITHDRAWN,2025-01-01,2025-12-01,2025-04-01,2025.0,334.0,0.0,ACTUAL,False,False,False,"['Multiple Myeloma', 'Cytokine Release Syndrome', 'Multiple Myeloma', 'Immune Effector Cell Associated Neurotoxicity Syndrome']",Multiple Myeloma,Multiple Myeloma,"['Siltuximab', 'Teclistamab']","['drug', 'drug']",True,"[['Antibody'], ['Antibody']]",Antibody,"[['IL-6'], ['BCMA', 'CD3']]",IL-6,"['B454', 'B1522']"
62186,NCT06744894,SIL as Maintenance Therapy in Multiple Myeloma,PHASE2,2.0,2.0,standard,NOT_YET_RECRUITING,2025-01-01,2030-01-01,2028-01-01,2025.0,1826.0,50.0,ESTIMATED,False,False,False,['Multiple Myeloma'],Multiple Myeloma,Multiple Myeloma,"['Selinexor', 'Ixazomib', 'Lenalidomide']","['drug', 'drug', 'drug']",True,"[['Small Molecule'], ['Small Molecule'], ['Small Molecule']]",Small Molecule,"[['XPO1'], ['Proteasome'], ['IFNÎ³', 'CK1Î±', 'CRBN', 'IKZF1', 'IL-2', 'IL-6', 'TNF-Î±', 'IKZF3']]",XPO1,"['B1030', 'B783', 'B2071']"
62408,NCT06772428,Nano-crystalline Megestrol Acetate for Adjuvant Treatment in High-risk Head and Neck Squamous Cell Carcinoma After Surgery.,PHASE3,3.0,3.0,standard,NOT_YET_RECRUITING,2025-01-01,2027-12-31,2027-06-30,2025.0,1094.0,96.0,ESTIMATED,False,False,False,"['Head and Neck Squamous Cell Carcinoma', 'Underwent Surgery Within 6 Weeks and Postoperative Assessment Indicated High-risk Factors']",Head and Neck Squamous Cell Carcinoma,Head & Neck Cancer,"['Megestrol acetate', 'Radiation Therapy', 'Chemotherapy (unspecified)']","['drug', 'radiation', 'drug']",True,[[]],Unknown,[[]],Unknown,['B9385']
62032,NCT06720324,CD7-specific CAR-T Cell in the Treatment of CD7-positive Relapsed/Refractory Hematologic Tumors,PHASE1/PHASE2,1.5,2.0,standard,RECRUITING,2024-12-31,2027-12-31,2027-12-31,2024.0,1095.0,80.0,ESTIMATED,False,False,False,['Hematology'],Hematology,Blood Cancer (unspecified),"['Fludarabine', 'Cyclophosphamide', 'Anti-CD7 CAR T-cells']","['drug', 'drug', 'drug']",True,"[['Small Molecule'], ['Small Molecule']]",Small Molecule,"[['DNA polymerase III', 'RNR', 'RNA polymerase II'], ['DNA']]",DNA polymerase III,"['B346', 'B2818']"
62128,NCT06735131,The Optimal Radioimmunotherapy Combinations for Advanced TNBC,PHASE2,2.0,2.0,standard,NOT_YET_RECRUITING,2024-12-31,2027-01-31,2026-07-31,2024.0,761.0,60.0,ESTIMATED,False,False,False,['Triple-Negative Breast Cancer'],Triple-Negative Breast Cancer,Breast Cancer,"['Toripalimab', 'Radiation Therapy', 'Chemotherapy (unspecified)', 'Nab-paclitaxel', 'Gemcitabine', 'Carboplatin']","['drug', 'radiation', 'drug', 'drug', 'drug', 'drug']",True,"[['Antibody'], ['Small Molecule'], ['Small Molecule'], ['Small Molecule']]",Antibody,"[['PD-1'], ['TUBB1'], ['DNA', 'RNR'], ['DNA']]",PD-1,"['B1346', 'B7744', 'B2079', 'B274']"
62094,NCT06730932,"A Prospectiveï¼ŒSingle Arm, Multicenter Clinical Study of BTLA Monoclonal Antibody JS004 (B/T Lymphocyte Attenuator Factor Monoclonal Antibody) in Combination With Toripalimab in Patients With Unresectable or Advanced Renal Cell Carcinoma Who Had Failed Previous Immunotherapy",PHASE2,2.0,2.0,standard,NOT_YET_RECRUITING,2024-12-30,2026-12-30,2026-03-30,2024.0,730.0,31.0,ESTIMATED,False,False,False,['Clear Cell Renal Cell Carcinoma'],Clear Cell Renal Cell Carcinoma,Kidney Cancer,"['Tifcemalimab', 'Toripalimab']","['drug', 'drug']",True,"[['Antibody'], ['Antibody']]",Antibody,"[['BTLA'], ['PD-1']]",BTLA,"['B1784', 'B1346']"
61674,NCT06667908,A Study of JNJ-90301900 in Combination With Chemoradiation Followed by Consolidation Immunotherapy for Non-Small Cell Lung Cancer (NSCLC),PHASE2,2.0,2.0,standard,RECRUITING,2024-12-06,2028-12-31,2028-12-31,2024.0,1486.0,130.0,ESTIMATED,False,False,False,['Non-Small Cell Lung Cancer'],Non-Small Cell Lung Cancer,Lung Cancer,"['Hafnium oxide', 'Durvalumab', 'Intensity-Modulated Radiation Therapy', 'Carboplatin', 'Paclitaxel']","['drug', 'drug', 'radiation', 'drug', 'drug']",True,"[['Small Molecule Radiopharmaceutical'], ['Antibody'], ['Small Molecule'], ['Small Molecule']]",Small Molecule Radiopharmaceutical,"[[], ['PDL1'], ['DNA'], ['TUBB1']]",PDL1,"['B1398', 'B977', 'B274', 'B1250']"
61889,NCT06700395,A Clinical Study of TQB2029 for Injection in Subjects With Multiple Myeloma,PHASE1,1.0,1.0,standard,RECRUITING,2024-11-28,2028-03-31,2026-03-31,2024.0,1219.0,136.0,ESTIMATED,False,False,False,['Multiple Myeloma'],Multiple Myeloma,Multiple Myeloma,['TQB2029'],['drug'],True,[['Antibody']],Antibody,"[['GPRC5D', 'CD3']]",GPRC5D,['B11968']
62216,NCT06749886,An Exploratory Study of Tislelizumab in Combination with Chemotherapy in Immuno-experienced Patients with EGFR/ALK/ROS1-negative Advanced NSCLC in the Second-line Setting,PHASE2,2.0,2.0,standard,RECRUITING,2024-11-19,2027-06-30,2026-11-30,2024.0,953.0,22.0,ESTIMATED,False,False,False,['Thoracic Neoplasm'],Thoracic Neoplasm,Lung Cancer,"['Denosumab', 'Tislelizumab', 'Docetaxel']","['drug', 'drug', 'drug']",True,"[['Antibody'], ['Antibody'], ['Small Molecule']]",Antibody,"[['RANKL'], ['PD-1'], ['TUBB1']]",RANKL,"['B235', 'B1344', 'B2814']"
54915,NCT06171685,MMRC Horizon One Adaptive Platform Trial Evaluating Therapies in RRMM,PHASE2,2.0,2.0,standard,RECRUITING,2024-11-17,2030-07-31,2029-07-31,2024.0,2082.0,300.0,ESTIMATED,False,False,False,"['Multiple Myeloma', 'Multiple Myeloma']",Multiple Myeloma,Multiple Myeloma,"['Teclistamab', 'Investigational New Drug']","['drug', 'drug']",True,[['Antibody']],Antibody,"[['BCMA', 'CD3']]",BCMA,['B1522']
61770,NCT06682611,Safety and Efficacy of SYHA1813 Single Agent or in Combination With Different Regimens in Unresectable Locally Advanced or Metastatic Solid Tumors.,PHASE1/PHASE2,1.5,2.0,standard,NOT_YET_RECRUITING,2024-11-13,2027-11-13,2026-11-13,2024.0,1095.0,380.0,ESTIMATED,False,False,False,['Solid Tumors'],Solid Tumors,Unspecified,"['SYHA-1813', 'SG 001', 'HB 1801', 'Carboplatin', 'Cisplatin', 'Paclitaxel', 'Etoposide', 'Everolimus', 'Regorafenib']","['drug', 'drug', 'drug', 'drug', 'drug', 'drug', 'drug', 'drug', 'drug']",True,"[['Small Molecule'], ['Antibody'], ['Small Molecule'], ['Small Molecule'], ['Small Molecule'], ['Small Molecule'], ['Small Molecule'], ['Small Molecule'], ['Small Molecule']]",Small Molecule,"[['CSF-1R', 'VEGFR'], ['PD-1'], ['Tubulin'], ['DNA'], ['DNA'], ['TUBB1'], ['TOP2'], ['mTORC1', 'mTORC2'], ['Abl', 'BRAF V600E', 'CSF-1R', 'EphA2', 'FGFR1', 'FGFR2', 'TRKA', 'PDGFRÎ±', 'PDGFRÎ²', 'Raf kinase', 'BRAF', 'c-Kit', 'Tie-2', 'RET', 'VEGFR1', 'VEGFR2', 'VEGFR3', 'DDR2', 'FRK', 'MAPK11']]",CSF-1R,"['B11091', 'B2752', 'B11566', 'B274', 'B49', 'B1250', 'B1463', 'B511', 'B526']"
61534,NCT06647563,Neoadjuvant Toripalimab + Chemotherapy Â± Cetuximab in Locally Advanced Head and Neck Squamous Cell Carcinoma (Neo-ICT),PHASE3,3.0,3.0,standard,NOT_YET_RECRUITING,2024-11-01,2030-09-30,2029-09-30,2024.0,2159.0,355.0,ESTIMATED,False,False,False,['Head and Neck Squamous Cell Carcinoma'],Head and Neck Squamous Cell Carcinoma,Head & Neck Cancer,"['Toripalimab', 'Cetuximab', 'Nab-paclitaxel', 'Carboplatin', 'Cisplatin', 'Radiation Therapy']","['drug', 'drug', 'drug', 'drug', 'drug', 'radiation']",True,"[['Antibody'], ['Antibody'], ['Small Molecule'], ['Small Molecule'], ['Small Molecule']]",Antibody,"[['PD-1'], ['EGFR'], ['TUBB1'], ['DNA'], ['DNA']]",PD-1,"['B1346', 'B164', 'B7744', 'B274', 'B49']"
61716,NCT06673693,Tislelizumab Combined with SBRT for the Treatment of Head and Neck Squamous Cell Carcinoma,PHASE2,2.0,2.0,standard,NOT_YET_RECRUITING,2024-11-01,2028-12-31,2027-12-31,2024.0,1521.0,24.0,ESTIMATED,False,False,False,"['Head and Neck Squamous Cell Carcinoma', 'Head and Neck Squamous Cell Carcinoma']",Head and Neck Squamous Cell Carcinoma,Head & Neck Cancer,"['Tislelizumab', 'Stereotactic Body Radiation Therapy']","['drug', 'radiation']",True,[['Antibody']],Antibody,[['PD-1']],PD-1,['B1344']
55212,NCT06217536,Neoadjuvant Lurbinectedin and Preoperative Radiation for Treating Soft Tissue Sarcomas,PHASE1/PHASE2,1.5,2.0,standard,WITHDRAWN,2024-10-31,2027-10-31,2026-05-31,2024.0,1095.0,0.0,ACTUAL,False,False,False,['Soft Tissue Sarcoma'],Soft Tissue Sarcoma,Sarcoma,"['Lurbinectedin', 'Radiation Therapy', 'Surgery']","['drug', 'radiation', 'surgery']",True,[['Small Molecule']],Small Molecule,[['DNA']],DNA,['B1273']
61283,NCT06613152,HS-IT201 Injection in the Treatment of Advanced Solid Tumors,EARLY_PHASE1,0.5,1.0,standard,NOT_YET_RECRUITING,2024-10-31,2028-10-31,2026-10-31,2024.0,1461.0,9.0,ESTIMATED,False,False,False,['Solid Tumors'],Solid Tumors,Unspecified,['HS-IT201'],['drug'],True,[['Tumor Inflitrating Lymphocyte Therapy (TIL)']],Tumor Inflitrating Lymphocyte Therapy (TIL),[[]],Unknown,['B11232']
57054,NCT06490536,The Sagittarius Trial,PHASE3,3.0,3.0,standard,RECRUITING,2024-10-22,2028-09-01,2026-03-01,2024.0,1410.0,700.0,ESTIMATED,False,False,False,"['Colon Carcinoma', 'Colon Carcinoma']",Colon Carcinoma,Colorectal Cancer,"['Oxaliplatin', 'Capecitabine', 'Folinic acid', 'Fluorouracil', 'Temozolomide', 'Irinotecan', 'Nivolumab', 'Ipilimumab', 'Trastuzumab', 'Pertuzumab', 'Panitumumab']","['drug', 'drug', 'drug', 'drug', 'drug', 'drug', 'drug', 'drug', 'drug', 'drug', 'drug']",True,"[['Small Molecule'], ['Small Molecule'], [], ['Small Molecule'], ['Small Molecule'], ['Small Molecule'], ['Antibody'], ['Antibody'], ['Antibody'], ['Antibody'], ['Antibody']]",Small Molecule,"[['DNA'], ['TYMS'], [], ['TYMS'], ['DNA'], ['TOP1'], ['PD-1'], ['CTLA4'], ['HER2'], ['HER2'], ['EGFR']]",DNA,"['B1229', 'B474', 'B226', 'B493', 'B2056', 'B1679', 'B714', 'B480', 'B168', 'B538', 'B194']"
